id,text_for_llm
148,"Employee 148 is a Female working as a Fresher in the IT sector. Based in a Rural area, they have a PhD degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
149,"Employee 149 is a Female working as a Intermediate in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
150,"Employee 150 is a Male working as a Working professional in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
151,"Employee 151 is a Male working as a Fresher in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
152,"Employee 152 is a Male working as a Intermediate in the CA sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Product-based Company."
153,"Employee 153 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Startup (early-stage)."
154,"Employee 154 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
155,"Employee 155 is a Male working as a Working professional in the Finance sector. Based in a City area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
156,"Employee 156 is a Male working as a Intermediate in the CA sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
157,"Employee 157 is a Male working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Large Enterprise."
158,"Employee 158 is a Male working as a Fresher in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Non-Profit / NGO."
159,"Employee 159 is a Male working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Consultancy Firm."
160,"Employee 160 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
161,"Employee 161 is a Female working as a Working professional in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Scale-up (growing startup)."
162,"Employee 162 is a Female working as a Working professional in the Finance sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
163,"Employee 163 is a Female working as a Intermediate in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Consultancy Firm."
164,"Employee 164 is a Female working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
165,"Employee 165 is a Female working as a Working professional in the Finance sector. Based in a Rural area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Startup (early-stage)."
166,"Employee 166 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
167,"Employee 167 is a Male working as a Experienced in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Consultancy Firm."
168,"Employee 168 is a Male working as a Working professional in the CA sector. Based in a Rural area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Mid-sized Company."
